country,value
ARG,-55.042124966283524
AUS,99.48807603659414
AUT,-1436.6119207552626
BEL,-1786.2825672152887
BGR,-94.6306346205552
BRA,3454.2182028457682
BRN,58.17245310273846
CAN,4018.048722820312
CHE,-1784.9428452193345
CHL,-1199.8624560057415
CHN,9908.814686197778
COL,421.2659831207557
CRI,-32.35885137175631
CYP,23.3138324523353
CZE,-339.61773705754206
DEU,-10444.418307406653
DNK,-928.5776476617285
ESP,-3738.64478267076
EST,159.1659867142542
FIN,-519.44644807879
FRA,-3431.1275546041734
GBR,-1433.2411341159884
GRC,-774.7715309332763
HRV,50.88572991720991
HUN,-8.75904136631022
IDN,680.8880051228679
IND,1787.1200613165006
IRL,-2262.140335728257
ISL,9.476583046161132
ISR,-347.41681946166506
ITA,-6186.6750342079295
JPN,-5879.322537815297
KAZ,1291.0801326929095
KHM,40.82399785253276
KOR,-3524.334892135126
LAO,53.009141257969446
LTU,-82.5637854954252
LVA,12.901713148877146
MAR,295.34909592883463
MEX,2084.8378996851316
MLT,-60.34997434800197
MMR,185.1113901537378
NLD,-3611.76231036173
NOR,572.7932481490255
NZL,-88.22433313181232
PER,-325.8577075918828
PHL,390.91835282527325
POL,993.5886068751703
PRT,-397.58158097783127
ROU,53.88182550900853
ROW,17098.208535541376
RUS,6580.043704023038
SAU,3401.225915694509
SGP,-459.24810985997544
SVK,-142.73742377534433
SVN,-54.0216744694171
SWE,-1075.3492691256495
THA,-430.13424042841746
TUN,134.95805655481124
TUR,17.0313139344072
TWN,-1146.3152322875085
USA,-959.5859581320558
VNM,413.00866336353374
ZAF,752.3268874947229
