country,value
ARG,453.1037707893468
AUS,-2424.358016699506
AUT,-5102.174756315913
BEL,-5496.266374664641
BGR,-240.35736345360036
BRA,9616.875392607433
BRN,293.2015379330899
CAN,27.912881171073032
CHE,-9427.979216814634
CHL,-3149.3060458140762
CHN,60723.7460500247
COL,1173.1158745798207
CRI,-437.0616882412868
CYP,-9.523730366346024
CZE,-959.1560628855149
DEU,-36036.32310575836
DNK,-2993.7128693600093
ESP,-11331.034793303394
EST,331.5018119006862
FIN,-1915.2956066267154
FRA,-15948.41077003363
GBR,-11900.464194712538
GRC,-1615.3022981893384
HRV,-181.74536379849403
HUN,-534.6244531256633
IDN,22027.374764932498
IND,29058.722303970837
IRL,-7953.538420361103
ISL,-167.3027270441473
ISR,-2421.6787551986085
ITA,-18460.48272761472
JPN,-29018.18658654653
KAZ,6485.457225656599
KHM,1406.9084302280926
KOR,-17179.285124883703
LAO,702.1762360308718
LTU,-425.7559805714085
LVA,-165.60226945923506
MAR,649.9873015979565
MEX,4302.261552427174
MLT,-125.50066847248556
MMR,4152.715500927821
NLD,-8425.376830402087
NOR,-4985.559757686307
NZL,-1244.2334047671457
PER,33.162164975674735
PHL,2217.2073349960438
POL,670.5927919272224
PRT,-1489.2493324620575
ROU,-355.9083669883501
ROW,97477.76213712025
RUS,30544.364193654244
SAU,4911.050124928963
SGP,-5899.677113835147
SVK,-682.1552108428737
SVN,-222.4349157585355
SWE,-5616.844198495826
THA,-2917.3519066095187
TUN,517.0456774659142
TUR,1309.3604550139682
TWN,-5309.985623247792
USA,-68609.052664016
VNM,2867.1674741601355
ZAF,9425.486306408877
