country,transfers,transfers eq uniform tax,real income change,gdp per capita,real income change equivalent uniform tax
ARG,19.22646542180182,12.128262988386693,-0.3426004911159186,0.022910121098813793,-0.2786591263417293
AUS,305.2927006597983,141.85580936831965,-0.5823263203379669,0.10164279453366727,-0.3716645746569047
AUT,-443.1332423242671,-385.8061335641518,0.37431108909284916,0.09358342685832924,0.3157161781262019
BEL,-467.2095315016984,-405.4457952493114,0.2152097351892035,0.11524966868699768,0.1869274948564259
BGR,-60.68845517800394,-70.95527779148729,0.21964929454703075,0.018120933837622522,0.29723090694502297
BRA,79.74020238981929,71.55159398624228,-0.7920541744689147,0.016426389244263564,-0.7118068770988084
BRN,1515.2361401222604,1169.2729816142817,-3.481866154682911,0.06214438731114165,-2.753245343560029
CAN,192.64206278137047,74.89566836640147,-0.5145213572269935,0.08082864013476515,-0.3182506436586352
CHE,-817.477173610487,-710.1851364866185,0.6500448273843773,0.14165236519146332,0.5351612889011204
CHL,-165.17848589400884,-164.65129499005096,0.3873565463837769,0.030002876172082346,0.41174385452298345
CHN,1.5299063863006936,-3.3374747462913352,-0.21488361640855658,0.017486915052731637,-0.16187472743967035
COL,46.862813852813495,38.61608489858036,-0.6925553856772515,0.012100479902676228,-0.5774126990509831
CRI,-53.309929175605994,-55.8890377479486,0.027118811985871183,0.023540128571750682,0.06507211423474324
CYP,44.5354978544892,7.5103499483212515,-0.462077879342937,0.03564447739418383,-0.3015490297952006
CZE,-132.89449044198562,-158.0206325452718,0.2751974131520951,0.04224127216857953,0.34073647150991704
DEU,-364.5309367706386,-340.3481636234789,0.3757404654518126,0.08643629735371229,0.34177856806205664
DNK,-418.4667031178055,-366.6403884275001,0.259064329555847,0.1087562264922701,0.21822243038434053
ESP,-233.98679552234404,-208.27564361603575,0.29626263757533966,0.05831950384158145,0.2586742758574401
EST,235.58188799032794,102.4390972070042,-0.8487666494410906,0.040590568301931224,-0.45955502424338546
FIN,-262.4570885324475,-251.49987791362955,0.06182626142345882,0.09344717271675759,0.0798704009946416
FRA,-178.38253401944138,-165.548642397529,-0.0004291123172683875,0.08607181998587213,0.012785938221293591
GBR,-69.55810299517253,-74.19035460382075,-0.1508171348100551,0.07839590258871107,-0.10946457526936904
GRC,-178.54407468405358,-167.25075885922135,0.24596191704295833,0.041443699118621925,0.247687327152879
HRV,1.3715605443809995,-25.870647356673654,-0.24343733710795457,0.031018621899389507,-0.11457050590865103
HUN,-47.157829344455656,-73.77844462786597,0.03899238482336642,0.0304905652579658,0.14407517307759576
IDN,32.642740826881536,63.363710983528186,-0.7068744785017844,0.007679634059925329,-1.1270535422464478
IND,3.960973018456616,15.53968496380052,-0.3230331395750019,0.005498660163233685,-0.5045772888215061
IRL,-1432.004914803237,-1220.8521495435843,1.6471827848836718,0.15496313563024788,1.3009559612559007
ISL,-335.57452212058456,-318.4494566112555,0.07897218410830575,0.11541967564280695,0.08963916505726477
ISR,-251.3257608371251,-236.19972721515217,0.12873182341832656,0.08485462295850643,0.134612456009231
ITA,-341.14065213151326,-298.22040475481157,0.3399055647000493,0.07546968918103818,0.29040275218825684
JPN,-163.49137292831523,-163.15666637730428,0.05752547924393614,0.07067150897539222,0.0794112565820182
KAZ,305.37515863230954,246.02186784178795,-2.356649991140247,0.01890807281971735,-1.9450967255651985
KHM,42.395844451997924,74.88684086894459,-1.993445909974223,0.0025874342254654675,-3.261287275703806
