country,transfers,transfers eq uniform tax,real income change,gdp per capita,real income change equivalent uniform tax
ARG,-2.6782295623323655,3.9132083614123268,-0.12874778175319124,0.022910121098813793,-0.09264220172429116
AUS,7.5064628232839405,93.56082970455472,-0.15249642102207472,0.10164279453366727,-0.171658124262819
AUT,-312.22460702324855,-173.53035282733762,0.26801804266245455,0.09358342685832924,0.17657475243433307
BEL,-350.95670029016907,-174.25090970712822,0.2039808182306979,0.11524966868699768,0.10333463357816708
BGR,-28.43952265335847,-40.793614254174365,0.06574954698659319,0.018120933837622522,0.2184514956628414
BRA,32.72830692889974,39.670252418383924,-0.37467723055699675,0.016426389244263564,-0.34456739568689
BRN,264.61509430916607,637.031086902805,-0.7171147107936982,0.06214438731114165,-1.4408466822567467
CAN,197.4478684891427,57.10626449279212,-0.41986319867842736,0.08082864013476515,-0.15160180968208925
CHE,-360.30568732364327,-334.30376156831136,0.2181877395359466,0.14165236519146332,0.30202774556953305
CHL,-127.75519214089239,-76.40325973054222,0.33654870709345364,0.030002876172082346,0.22956387562660385
CHN,12.51671577603894,-10.477082308630395,-0.2151182183461442,0.017486915052731637,0.016198857403115774
COL,16.056800118766482,20.16179744266868,-0.29030873244613176,0.012100479902676228,-0.26496449013770906
CRI,-13.230694244303182,-22.870051028517473,-0.06946425601446204,0.023540128571750682,0.045656086859491296
CYP,37.25855431860544,13.265689534432664,-0.2774984776297451,0.03564447739418383,-0.15054234766095353
CZE,-62.281549074975125,-83.36066286717171,0.08176162134734266,0.04224127216857953,0.22885987792491402
DEU,-239.75827501717714,-158.29331564218617,0.22568100859217122,0.08643629735371229,0.20145308960684005
DNK,-311.3449674168704,-157.86546118537206,0.2065880170535772,0.1087562264922701,0.1236842880905753
ESP,-162.08581309044078,-95.50067304595424,0.20839868260722483,0.05831950384158145,0.1537313047550226
EST,225.5133746025812,46.64035105359533,-0.755309710057217,0.040590568301931224,-0.18383896791570598
FIN,-189.3961661384503,-108.6547785882415,0.08096067185696665,0.09344717271675759,0.056471676632829926
FRA,-112.7225725509738,-57.31780147501079,0.00974936335524923,0.08607181998587213,0.009848294270153879
GBR,-41.747211464645666,-12.001079599644651,-0.08352846278052439,0.07839590258871107,-0.05525113390166814
GRC,-161.27402227846358,-86.08000859208684,0.29796133573234407,0.041443699118621925,0.16643576943673466
HRV,28.35120215351824,-7.332158466004211,-0.23837313693469975,0.031018621899389507,-0.04264531554415418
