country,value
ARG,-225.04792903223728
AUS,-232.3652382425198
AUT,-1567.491750304035
BEL,-1929.7606651497865
BGR,-169.54695565223406
BRA,7992.672950455943
BRN,53.818260821264765
CAN,2637.146468799274
CHE,-1962.7445839737359
CHL,-1296.1346932088463
CHN,6783.096398064366
COL,369.3258409692854
CRI,-32.630303892677155
CYP,13.044529208681405
CZE,-438.7482887295576
DEU,-11469.42963571051
DNK,-972.6583157599893
ESP,-4065.3558384368484
EST,154.89959567613164
FIN,-559.9437355498756
FRA,-3863.800345512771
GBR,-255.56624433129713
GRC,-809.862044829097
HRV,39.52251212401951
HUN,-86.8231295278348
IDN,2772.927761898481
IND,1463.6830772687083
IRL,-2583.2492188312594
ISL,2.0379796320740278
ISR,-463.1487707353026
ITA,-6679.289692273002
JPN,-6663.073803638604
KAZ,1351.5115972336937
KHM,40.42287557939179
KOR,-3975.6438986224507
LAO,51.704714026963515
LTU,-106.98705595091769
LVA,10.165475840283518
MAR,276.99530689560197
MEX,1855.8175213369873
MLT,-64.7974242607472
MMR,171.79290220822796
NLD,-3763.5024523199495
NOR,72.6013544348264
NZL,-130.1918752943985
PER,-393.4390985391272
PHL,382.53611608556844
POL,824.063807063475
PRT,-461.01853115320233
ROU,17.777616198018144
ROW,16519.665003749942
RUS,14168.702270184194
SAU,3359.5752207830596
SGP,-692.9031174442962
SVK,-196.25522013351423
SVN,-74.51150172646317
SWE,-1217.3763876160026
THA,-616.2635552482989
TUN,140.73814548386432
TUR,-141.17259605450462
TWN,-1326.5769800493888
USA,-5151.094495111125
VNM,365.68993388255694
ZAF,2746.4701369369254
