country,value
ARG,747.9017522363451
AUS,2273.522447542207
AUT,-3874.830327789968
BEL,-4705.604256949577
BGR,-373.25220038286807
BRA,13010.721922874056
BRN,437.6422356980617
CAN,1098.953607143134
CHE,-7387.037390415414
CHL,-3329.0648208421876
CHN,28900.281113052424
COL,1872.7029619225536
CRI,-328.44840647464576
CYP,-19.864795541078173
CZE,-1527.9300919420355
DEU,-31232.517584562484
DNK,-2486.512797408148
ESP,-10379.319114187685
EST,154.6420206782171
FIN,-1572.3488771636135
FRA,-13555.502956760592
GBR,-9099.442783429957
GRC,-1479.3852232220422
HRV,-136.65147587755504
HUN,-701.087208192751
IDN,19623.190427521797
IND,21437.01100491163
IRL,-5808.9280855950565
ISL,-156.90235271888213
ISR,-2182.1036890380265
ITA,-16838.797415776822
JPN,-26237.861810549446
KAZ,4185.777395620822
KHM,1380.6167514426513
KOR,-17726.79164514975
LAO,716.572244841062
LTU,-298.8835236181554
LVA,-79.59719648131434
MAR,396.5654622401972
MEX,3092.993700304932
MLT,-133.93423779996502
MMR,3733.900912057355
NLD,-8570.15900017011
NOR,-1006.2274436228536
NZL,-813.1384790556152
PER,774.6674760420407
PHL,1664.3345361816005
POL,-788.5771607523006
PRT,-1395.8734690792282
ROU,-513.4774874967923
ROW,91053.6393397117
RUS,28043.886484828672
SAU,17003.338349005804
SGP,-5135.650226896205
SVK,-591.4505060586116
SVN,-292.90781996115
SWE,-3498.886518341253
THA,-3421.9518234031066
TUN,271.1615736654621
TUR,116.99821188589686
TWN,-6275.424415580323
USA,-56577.40817400269
VNM,2337.7760854233875
ZAF,6204.934775467023
