country,value
ARG,520.8578838008398
AUS,2205.427523373488
AUT,-2987.9485421913905
BEL,-3576.8848612799306
BGR,-323.1072378307818
BRA,10884.359194174762
BRN,369.09404601770547
CAN,1399.2307863365013
CHE,-5762.817619554765
CHL,-2570.4792127759138
CHN,13498.983167175633
COL,1528.690901428358
CRI,-245.29589389931542
CYP,-7.627749839453341
CZE,-1270.1463633676124
DEU,-24377.367950098578
DNK,-1892.5075348470768
ESP,-8023.043230266951
EST,120.21064270566525
FIN,-1194.9373461135347
FRA,-9806.756001759633
GBR,-6128.639613793298
GRC,-1212.031574330646
HRV,-96.65138523364438
HUN,-557.5787550429501
IDN,14844.8784502064
IND,15312.192431071231
IRL,-4612.5895847135935
ISL,-118.85467096556688
ISR,-1665.984198786887
ITA,-13008.407407521037
JPN,-19755.149387715333
KAZ,3421.997416210108
KHM,1096.5297096467666
KOR,-14622.68292490239
LAO,588.5017103980418
LTU,-235.97518286479607
LVA,-60.52600565558857
MAR,326.8298174312819
MEX,2693.2998109397604
MLT,-107.92996574661424
MMR,2801.711374042708
NLD,-6790.816651315064
NOR,-658.3128305667678
NZL,-630.1362034584728
PER,600.9357746664863
PHL,1383.0150943973772
POL,-752.4641817162594
PRT,-1075.1810834246155
ROU,-370.70163968283686
ROW,71923.63395965104
RUS,22275.09488704091
SAU,14211.387277239352
SGP,-4409.687190833061
SVK,-473.2122103699142
SVN,-226.0138937228728
SWE,-2635.5279362851434
THA,-2979.078827283694
TUN,200.08573407214575
TUR,-88.76264671610849
TWN,-5388.6400777943
USA,-38068.77098298825
VNM,1566.2591006298692
ZAF,4996.0198646148465
