country,value
ARG,610.634160710673
AUS,2246.157963387876
AUT,-3348.036436709003
BEL,-4033.3294775235768
BGR,-344.4729683175795
BRA,11772.700549054922
BRN,398.00183470991277
CAN,1293.4127162712998
CHE,-6423.252060105379
CHL,-2877.1618459818624
CHN,19461.041767875962
COL,1671.055694051544
CRI,-278.7378809748381
CYP,-12.329582032627462
CZE,-1378.1845286704524
DEU,-27171.67434688771
DNK,-2132.9348875493697
ESP,-8979.42962054737
EST,134.25048099628472
FIN,-1347.5255518050753
FRA,-11307.974271319415
GBR,-7307.3162825105155
GRC,-1323.155832022163
HRV,-112.63433604508819
HUN,-616.6324035282656
IDN,16782.342905199017
IND,17763.876553331258
IRL,-5101.815042600399
ISL,-134.25267583564388
ISR,-1874.9728634674752
ITA,-14563.939085449929
JPN,-22372.313225313832
KAZ,3741.7824660428923
KHM,1213.2557089567697
KOR,-15916.413324726636
LAO,641.4483419360575
LTU,-261.70984588603153
LVA,-68.26793970058756
MAR,355.93124624618923
MEX,2864.3573217919043
MLT,-118.63402061754972
MMR,3178.910407654971
NLD,-7518.94846898774
NOR,-795.8266795247475
NZL,-705.0273307288999
PER,673.1683917213109
PHL,1499.667163942279
POL,-772.262864770717
PRT,-1205.383091200234
ROU,-428.2411012555516
ROW,79727.83504995682
RUS,24646.48226432144
SAU,15388.239116682136
SGP,-4718.549849015462
SVK,-521.6806520095228
SVN,-253.14620270724197
SWE,-2983.975999242848
THA,-3170.679178981679
TUN,228.94361659793762
TUR,-11.042406301302693
TWN,-5765.799674394012
USA,-45413.70139446622
VNM,1875.210217170936
ZAF,5502.659291092151
