country,value
ARG,472.064273076811
AUS,2173.328177469013
AUT,-2785.7606916205905
BEL,-3321.8337378999804
BGR,-310.3837198366242
BRA,10368.458215791003
BRN,352.12035569482055
CAN,1447.2837774658278
CHE,-5391.147426686866
CHL,-2398.9612878738826
CHN,10350.8221979378
COL,1446.924744841412
CRI,-226.73035407635908
CYP,-5.167830915072953
CZE,-1207.1897100469273
DEU,-22801.05286531236
DNK,-1758.038340682677
ESP,-7486.215635113335
EST,112.29098548882989
FIN,-1109.7064200416623
FRA,-8978.285915031445
GBR,-5486.087616226108
GRC,-1147.8796108302797
HRV,-87.85635171838133
HUN,-523.9054737670208
IDN,13759.92530655644
IND,13960.892222750563
IRL,-4335.369614108778
ISL,-110.24602813422067
ISR,-1549.002447026356
ITA,-12134.724812765631
JPN,-18296.122965604176
KAZ,3235.962197803015
KHM,1030.125181493913
KOR,-13873.463890181018
LAO,558.0968890522028
LTU,-221.3924369991442
LVA,-56.18329860484745
MAR,309.96566842570815
MEX,2591.096840183682
MLT,-101.81826854007802
MMR,2590.9425134326093
NLD,-6378.011200937257
NOR,-583.7102261000963
NZL,-587.737838919279
PER,559.4962492435512
PHL,1315.7465081716553
POL,-737.8102491388213
PRT,-1002.0962840198462
ROU,-338.7447622984262
ROW,67513.92669385592
RUS,20924.43476349309
SAU,13521.536623847596
SGP,-4226.400158995216
SVK,-445.6585464025568
SVN,-210.79231582919186
SWE,-2441.2939333092563
THA,-2863.5154946380894
TUN,183.91922482204086
TUR,-128.34757291003396
TWN,-5164.89235574142
USA,-34063.30883361644
VNM,1396.0152291216111
ZAF,4701.4716824859
