country,value
ARG,80.42301775669557
AUS,1240.02305197875
AUT,-798.4501153237326
BEL,-886.8939161836753
BGR,-135.73805905222443
BRA,4186.8865478668595
BRN,140.04364008253884
CAN,1162.1080281396892
CHE,-1656.1301370890444
CHL,-717.5708582241627
CHN,-8294.145917014135
COL,528.9646354406913
CRI,-55.934221472537345
CYP,8.300753178070085
CZE,-454.5609430569039
DEU,-6895.618529599871
DNK,-470.829317752459
ESP,-2202.802862367601
EST,32.91847993152126
FIN,-298.00148522114756
FRA,-1744.6788478971978
GBR,-412.0141281909916
GRC,-413.5343007969781
HRV,-13.160014640330669
HUN,-166.8075367343557
IDN,3462.7019065730747
IND,2395.3510755781144
IRL,-1432.5530479535191
ISL,-28.393745159286578
ISR,-420.75832562678676
ITA,-3521.6689583066113
JPN,-4633.795112240064
KAZ,1072.4897245559653
KHM,334.3818434372986
KOR,-5149.691424564173
LAO,211.4543572521132
LTU,-70.08373923775882
LVA,-14.403494499022518
MAR,114.45502998619882
MEX,1173.3900188193074
MLT,-35.314272969392164
MMR,615.2236375048159
NLD,-2068.203597811123
NOR,-15.960496533120281
NZL,-161.53467598269438
PER,140.2493388967215
PHL,524.4968250845164
POL,-382.1968195660559
PRT,-286.7159355693573
ROU,-56.62171026652592
ROW,21974.46368964858
RUS,6661.004258373588
SAU,5124.3955916404375
SGP,-1794.750534501799
SVK,-150.94062577117123
SVN,-61.01546674347475
SWE,-618.7255402908302
THA,-1251.0381843538657
TUN,34.7946979501782
TUR,-262.3070138831038
TWN,-2198.556684604747
USA,-2376.106330903265
VNM,1.253992537907018
ZAF,1388.4327857412964
