country,value
ARG,188.8086063616707
AUS,1726.6728092628714
AUT,-1461.045885732605
BEL,-1679.7287748731765
BGR,-207.96323843547938
BRA,6565.612704243533
BRN,222.9210566550834
CAN,1471.606928319457
CHE,-2927.6655381152864
CHL,-1281.5673309427423
CHN,-5447.512359929149
COL,866.8807712875895
CRI,-109.86778196655784
CYP,6.692335753949873
CZE,-740.8350197001745
DEU,-12306.299708252662
DNK,-890.4194365460318
ESP,-3969.7084505287294
EST,59.72378111261331
FIN,-561.8797913268454
FRA,-3906.0848949294536
GBR,-1758.695905771026
GRC,-686.0132369785582
HRV,-34.73622349211672
HUN,-292.199392913431
IDN,6773.972931285604
IND,5767.849298546316
IRL,-2452.101235606242
ISL,-54.88952774620448
ISR,-790.8327876559213
ITA,-6401.897823684822
JPN,-9000.455129289887
KAZ,1873.9082039411296
KHM,577.2800149323461
KOR,-8421.774069351082
LAO,341.0241723781175
LTU,-122.64145471993483
LVA,-28.000954362666512
MAR,187.52514539404496
MEX,1764.0072503211425
MLT,-59.26159110467066
MMR,1243.1551987580033
NLD,-3574.9348489705176
NOR,-159.83867540487125
NZL,-304.5717034534641
PER,278.6002139273703
PHL,826.8723862217769
POL,-556.9974100025157
PRT,-524.4176338528198
ROU,-140.61886033911117
ROW,37827.63290868159
RUS,11659.137906800634
SAU,8337.969697341961
SGP,-2779.834773413111
SVK,-256.01166159479766
SVN,-111.11162883071731
SWE,-1202.7198195218957
THA,-1917.6087201408086
TUN,80.83875660751073
TUR,-287.63127966422866
TWN,-3399.501956470098
USA,-10792.95284218878
VNM,377.441851975523
ZAF,2576.6944277130497
