country,value
ARG,287.06724071332553
AUS,1954.0472395626125
AUT,-1960.2756431291266
BEL,-2291.6624229137456
BGR,-251.34484857087827
BRA,8103.517831436344
BRN,275.97880448122214
CAN,1534.9005202973913
CHE,-3863.861889453617
CHL,-1702.2558435173885
CHN,-669.0107655464692
COL,1096.3246068986434
CRI,-152.78840377569978
CYP,3.248366249456183
CZE,-929.4547592102432
DEU,-16300.8044442915
DNK,-1214.070392203811
ESP,-5295.359532828838
EST,79.6778986136699
FIN,-765.8045572343185
FRA,-5730.482100018637
GBR,-3044.3462905591655
GRC,-870.0374612820513
HRV,-53.63686918116434
HUN,-382.0447268153608
IDN,9371.159174651735
IND,8690.039529617094
IRL,-3178.786992060099
ISL,-75.4799803686372
ISR,-1074.5665984401933
ITA,-8564.775729378976
JPN,-12438.570347399696
KAZ,2420.0175720503175
KHM,751.9660131277678
KOR,-10607.142077106922
LAO,427.36999543829603
LTU,-160.633153410095
LVA,-38.536954651439004
MAR,236.4955980394272
MEX,2115.126443487092
MLT,-75.91738110828157
MMR,1741.9801066854684
NLD,-4655.5067270894615
NOR,-303.6113660745443
NZL,-412.22326075627353
PER,385.4761997588709
PHL,1023.4686930274897
POL,-645.5668168202818
PRT,-704.1099495899437
ROU,-212.22889831543574
ROW,49223.89761719409
RUS,15246.258745954567
SAU,10447.807416497255
SGP,-3385.435502168246
SVK,-329.794412372081
SVN,-148.69555048712567
SWE,-1661.2160474531297
THA,-2319.5502465997556
TUN,118.75934140449559
TUR,-252.1000288345725
TWN,-4138.624178167319
USA,-18827.909239552857
VNM,735.2095691549173
ZAF,3418.4278643983575
