country,value
ARG,719.6428745723354
AUS,2270.7524804153163
AUT,-3768.395033639917
BEL,-4569.377662067581
BGR,-367.6451234108625
BRA,12765.99501619125
BRN,429.8635885610825
CAN,1141.6329760649242
CHE,-7192.4808265168
CHL,-3237.4259562411976
CHN,26930.456715527835
COL,1832.5455538282072
CRI,-318.3344217367356
CYP,-18.284312270608787
CZE,-1498.404737985348
DEU,-30414.472799189996
DNK,-2414.917940790116
ESP,-10096.414104865105
EST,150.53619996937564
FIN,-1526.786909250739
FRA,-13096.96425762406
GBR,-8731.530400932668
GRC,-1448.3755828068508
HRV,-131.7440079378525
HUN,-684.1985545705288
IDN,19048.92264543555
IND,20687.63435483001
IRL,-5666.782537175782
ISL,-152.31608235755778
ISR,-2119.9224694842055
ITA,-16379.243630163575
JPN,-25453.707049820456
KAZ,4098.183149760868
KHM,1347.1212471225233
KOR,-17368.229934157094
LAO,701.5925842264628
LTU,-291.41410594055765
LVA,-77.30875603650176
MAR,388.5289781367088
MEX,3048.6590905861704
MLT,-130.87401983964477
MMR,3621.523705871525
NLD,-8358.979120768634
NOR,-962.9215705297084
NZL,-791.4346732706055
PER,754.593065167098
PHL,1631.5652856193701
POL,-786.3809044564798
PRT,-1357.3905034955899
ROU,-496.1765880994365
ROW,88772.8341426713
RUS,27363.92984196135
SAU,16686.46002606872
SGP,-5054.368770328104
SVK,-577.4480440071284
SVN,-284.86699758911305
SWE,-3394.398339953244
THA,-3373.7448698958665
TUN,262.6400197154111
TUR,89.89110851074763
TWN,-6176.082309417046
USA,-54285.81417590381
VNM,2243.4514584145777
ZAF,6066.601975284262
