country,value
ARG,762.1764033908194
AUS,2274.427058440348
AUT,-3928.238579545184
BEL,-4774.033214630505
BGR,-376.02982831835186
BRA,13132.550586401303
BRN,441.5043981961
CAN,1076.9395463682506
CHE,-7484.638732243834
CHL,-3375.114782851276
CHN,29899.961403868896
COL,1892.7480491989454
CRI,-333.5363062678831
CYP,-20.668364719499767
CZE,-1542.6145717129264
DEU,-31642.56428600367
DNK,-2522.465884993069
ESP,-10521.29031413884
EST,156.69957137823047
FIN,-1595.235923245734
FRA,-13786.382657550064
GBR,-9285.088023424263
GRC,-1494.8460391824167
HRV,-139.12375710728847
HUN,-709.529823494676
IDN,19911.369730860108
IND,21814.29490821015
IRL,-5880.129863408443
ISL,-159.2054121863258
ISR,-2213.329420123085
ITA,-17069.38646034595
JPN,-26631.89638085609
KAZ,4229.3501467885835
KHM,1397.364427152738
KOR,-17905.418914827907
LAO,724.0539587910317
LTU,-302.6242258912508
LVA,-80.7453206671892
MAR,400.5665273565438
MEX,3114.910183568127
MLT,-135.46430669023633
MMR,3790.330806395973
NLD,-8675.912128288372
NOR,-1028.0991491293282
NZL,-824.0025705333687
PER,784.6540952385845
PHL,1680.6910741295496
POL,-789.4832329755187
PRT,-1415.1823658363078
ROU,-522.1714808612285
ROW,92196.84076153129
RUS,28383.899280611382
SAU,17160.63886150167
SGP,-5175.907048836234
SVK,-598.460676233256
SVN,-296.9441689923546
SWE,-3551.3995727218175
THA,-3445.6795316348844
TUN,275.4350576886555
TUR,130.8195691866051
TWN,-6324.631954200985
USA,-57733.70055707301
VNM,2385.2555806621563
ZAF,6273.693844841785
