country,value
ARG,97.5231258017227
AUS,1348.1535849256247
AUT,-916.1695073554558
BEL,-1025.521138291519
BGR,-150.29731165352499
BRA,4649.712242029403
BRN,156.26327756068443
CAN,1243.2265605609427
CHE,-1885.6195982398986
CHL,-818.6753345808281
CHN,-8186.355046995574
COL,592.8820449353135
CRI,-65.18846514288411
CYP,8.365356854515301
CZE,-509.4116203328092
DEU,-7869.842327296189
DNK,-544.1824097325626
ESP,-2518.2734474209756
EST,37.703869169457015
FIN,-344.13116816328295
FRA,-2099.5464935616765
GBR,-610.1381516877256
GRC,-465.0545386904621
HRV,-16.586548758395075
HUN,-189.75823752229775
IDN,4033.883095423856
IND,2935.4325029265574
IRL,-1619.8823746165403
ISL,-32.97042952827412
ISR,-485.88504312179697
ITA,-4034.9340038748187
JPN,-5388.275185828081
KAZ,1222.2659396406827
KHM,378.7773106599605
KOR,-5774.715078583357
LAO,236.21912741543656
LTU,-79.70753904556682
LVA,-16.773101414721467
MAR,128.28065920942643
MEX,1293.3076558507314
MLT,-39.788751350703684
MMR,722.4996429495777
NLD,-2344.3868605049092
NOR,-35.78033611614
NZL,-186.83298794010173
PER,164.14818377437803
PHL,583.0507363512902
POL,-419.70904420702357
PRT,-328.8888126920594
ROU,-70.1995209554507
ROW,24880.341716497813
RUS,7576.445308644115
SAU,5745.110784226622
SGP,-1990.4114015402558
SVK,-170.48800710505478
SVN,-69.9528086845373
SWE,-719.5958619324853
THA,-1384.4391952494664
TUN,42.368642072859565
TUR,-274.98386117968954
TWN,-2438.1652962922967
USA,-3613.9471698617763
VNM,55.37536394371934
ZAF,1604.1272856354437
