country,value
ARG,369.41435970299807
AUS,2075.129109503402
AUT,-2341.4268694526263
BEL,-2764.8888915274215
BGR,-280.20850219952905
BRA,9184.634632188363
BRN,312.64815694946174
CAN,1518.8353298445388
CHE,-4571.432704045295
CHL,-2023.412402539325
CHN,4013.919586000207
COL,1261.9181638140667
CRI,-186.52817044235874
CYP,-0.2805181449484662
CZE,-1062.2244912385604
DEU,-19316.168627803556
DNK,-1464.1091685695528
ESP,-6306.848759467863
EST,94.7930675180839
FIN,-923.7002391820071
FRA,-7200.188035158304
GBR,-4131.22311316688
GRC,-1001.8196634680974
HRV,-69.05944309411042
HUN,-448.4789982238509
IDN,11387.26063168606
IND,11068.166088040454
IRL,-3718.4366443760787
ISL,-91.44465208169078
ISR,-1292.9380621429787
ITA,-10213.83417284753
JPN,-15120.991699684835
KAZ,2808.869486968923
KHM,881.8821799709223
KOR,-12160.91925109161
LAO,489.22677557303183
LTU,-188.95714321252424
LVA,-46.66214322780589
MAR,271.4214467640556
MEX,2348.092930302196
MLT,-88.087704515548
MMR,2131.202448721497
NLD,-5459.105724936762
NOR,-427.48651872466075
NZL,-493.7189401306566
PER,466.59944615416856
PHL,1162.4565105841818
POL,-695.2979386299676
PRT,-841.5965035904715
ROU,-269.7010309405515
ROW,57735.42521658741
RUS,17903.02287294968
SAU,11922.867999260858
SGP,-3794.382857895071
SVK,-384.05973981090716
SVN,-177.3634809698474
SWE,-2018.5480213317041
THA,-2586.552886634859
TUN,148.6093692010272
TUR,-203.3743522014353
TWN,-4637.64292506627
USA,-25612.916141813606
VNM,1032.262640488339
ZAF,4027.3586847834076
