country,value
ARG,296.87823603938966
AUS,1971.080314498339
AUT,-2007.1435547035571
BEL,-2349.598450707095
BGR,-255.06808162041727
BRA,8240.250704355478
BRN,280.6477785070206
CAN,1535.5587664863735
CHE,-3951.14550583241
CHL,-1741.7225114484595
CHN,-136.11489895497004
COL,1117.0815369820275
CRI,-156.89586199799393
CYP,2.8519779910301746
CZE,-946.2539048087777
DEU,-16673.036750535404
DNK,-1244.695191865945
ESP,-5419.743070558977
EST,81.54192789636699
FIN,-785.1267572096606
FRA,-5908.020986019803
GBR,-3173.6515752023042
GRC,-886.6079791789305
HRV,-55.492672350022936
HUN,-390.3077125565165
IDN,9617.811324796872
IND,8976.442295210942
IRL,-3245.758889216889
ISL,-77.43328808863187
ISR,-1101.3461643684432
ITA,-8767.63484454299
JPN,-12766.037368951549
KAZ,2469.0580024834853
KHM,768.0895222802915
KOR,-10802.997857807228
LAO,435.14012971872097
LTU,-164.1444408459983
LVA,-39.53312526268212
MAR,240.89415362438345
MEX,2145.202115927273
MLT,-77.43643507849072
MMR,1789.5178238717563
NLD,-4755.203590207699
NOR,-318.2608558181074
NZL,-422.28206794573396
PER,395.4973466375749
PHL,1041.004832795623
POL,-652.4324681727229
PRT,-721.0037526103088
ROU,-219.18689217811388
ROW,50277.98915919189
RUS,15576.48632100793
SAU,10634.954529781999
SGP,-3437.9276144790383
SVK,-336.5510637685464
SVN,-152.22111134505818
SWE,-1704.8530804991276
THA,-2354.04637543247
TUN,122.3981486389708
TUR,-247.0039764791737
TWN,-4202.678067719321
USA,-19635.46112636548
VNM,770.8116030782697
ZAF,3494.871370931115
