country,value
ARG,533.3470148333333
AUS,2212.4196127230302
AUT,-3038.9148772585972
BEL,-3641.322644753728
BGR,-326.2274655381956
BRA,11012.383472825217
BRN,373.2848817920698
CAN,1385.7643948135894
CHE,-5856.401369545993
CHL,-2613.7880392745383
CHN,14316.12492500708
COL,1549.0862993519272
CRI,-250.00060502026625
CYP,-8.2690334088928
CZE,-1285.7458757465465
DEU,-24773.858255127787
DNK,-1926.466850366392
ESP,-8158.383494101501
EST,122.20284359875212
FIN,-1216.4746777092062
FRA,-10017.305513955831
GBR,-6292.900102166735
GRC,-1227.9955224147036
HRV,-98.88967222490831
HUN,-566.0069307381676
IDN,15118.750010016758
IND,15655.85004799108
IRL,-4682.167458889775
ISL,-121.02919180387693
ISR,-1695.514724194586
ITA,-13228.608555111654
JPN,-20124.181514575816
KAZ,3468.1330431383726
KHM,1113.1691701964262
KOR,-14808.85276141208
LAO,596.0852591161096
LTU,-239.6354114079
LVA,-61.621317960886984
MAR,331.01947024597905
MEX,2718.330341812091
MLT,-109.45853832263623
MMR,2854.9672089709698
NLD,-6894.404110064177
NOR,-677.4280924467735
NZL,-640.7846542501755
PER,611.2864711505231
PHL,1399.7593005365716
POL,-755.7398889522483
PRT,-1093.607202467625
ROU,-378.8005362798236
ROW,73031.85919274126
RUS,22613.330284850104
SAU,14381.870477639322
SGP,-4454.718007209418
SVK,-480.11702960172187
SVN,-229.85220810688023
SWE,-2684.6565012307933
THA,-3007.2697021707404
TUN,204.1665356543432
TUR,-78.30332009555629
TWN,-5443.618601359195
USA,-39092.54075547027
VNM,1609.565290549547
ZAF,5069.105463184374
