country,value
ARG,380.31204517723273
AUS,2087.9308583234774
AUT,-2390.024972689692
BEL,-2825.544892132719
BGR,-283.6749880690913
BRA,9317.80467042511
BRN,317.12465145794306
CAN,1513.5463431803203
CHE,-4661.321757342601
CHL,-2064.4113074896163
CHN,4664.347996768343
COL,1282.5427514888256
CRI,-190.88222297995415
CYP,-0.7772748901028569
CZE,-1078.560577171938
DEU,-19698.815024486245
DNK,-1496.1393815944798
ESP,-6435.820330144612
EST,96.71321593316526
FIN,-943.9494343391976
FRA,-7391.52590557884
GBR,-4275.169756174219
GRC,-1018.16480190487
HRV,-71.07593441301324
HUN,-456.82970945146945
IDN,11645.779572476544
IND,11378.786637837919
IRL,-3786.4924745023895
ISL,-93.4920514767555
ISR,-1320.8713150126516
ITA,-10423.996565582189
JPN,-15465.946343019032
KAZ,2856.888175049648
KHM,898.2574360319311
KOR,-12353.047681693093
LAO,496.913570826435
LTU,-192.5331108933422
LVA,-47.70143964964956
MAR,275.74407565744315
MEX,2376.0417795795206
MLT,-89.61156553751105
MMR,2181.211573406545
NLD,-5560.474662923652
NOR,-444.0020669020525
NZL,-504.0562878242285
PER,476.86370717879845
PHL,1179.6360202064768
POL,-700.7020569344422
PRT,-859.1409234747732
ROU,-277.1586587014508
ROW,58811.66530753839
RUS,18237.264326379485
SAU,12103.681827494021
SGP,-3843.795156846464
SVK,-390.8760611699789
SVN,-181.01873408564992
SWE,-2064.4843916906198
THA,-2618.520676521221
TUN,152.45043811049078
TUR,-196.051274054531
TWN,-4697.94084104773
USA,-26511.077528793383
VNM,1071.2399912629353
ZAF,4102.933167404626
