country,value
ARG,834.9622446625408
AUS,2274.3042540390566
AUT,-4197.1085089497265
BEL,-5119.219721102827
BGR,-389.672095607388
BRA,13736.36243656143
BRN,460.54947403344363
CAN,960.373252820532
CHE,-7975.778976349455
CHL,-3607.636634163713
CHN,35041.834709618226
COL,1992.628321540212
CRI,-359.27582096924414
CYP,-24.81631554598186
CZE,-1615.264329170586
DEU,-33702.50536514608
DNK,-2703.724670895352
ESP,-11236.119071291907
EST,167.03023342782177
FIN,-1710.6904930787211
FRA,-14956.313048977301
GBR,-10229.590489560962
GRC,-1571.7117886422861
HRV,-151.6644301808618
HUN,-751.7165768477739
IDN,21362.052589224008
IND,23725.51769887047
IRL,-6237.386444937883
ISL,-170.81557234297566
ISR,-2370.7649423291073
ITA,-18230.116306113763
JPN,-28620.88178391045
KAZ,4444.985766198995
KHM,1481.0709747722826
KOR,-18792.071959013363
LAO,761.383186443617
LTU,-321.38435693271833
LVA,-86.52250748496816
MAR,420.3984888959976
MEX,3222.0579876078386
MLT,-143.11364964451263
MMR,4074.777293592336
NLD,-9206.222071389238
NOR,-1139.5690894502577
NZL,-878.4264186013183
PER,834.0222060491611
PHL,1762.2095000341124
POL,-792.1476141637959
PRT,-1512.3677576160096
ROU,-566.049639008444
ROW,97939.89520026091
RUS,30083.964428957745
SAU,17935.8588595148
SGP,-5373.469646455439
SVK,-633.5997371088619
SVN,-317.2797633348375
SWE,-3816.565106804027
THA,-3560.618744882482
TUN,296.91702757912304
TUR,202.5140340358908
TWN,-6566.178467396367
USA,-63616.35675732318
VNM,2625.678270845341
ZAF,6613.368233136678
