country,value
ARG,571.4933966815331
AUS,2231.0147020920995
AUT,-3192.7784418905308
BEL,-3836.195023442697
BGR,-335.4496490424087
BRA,11394.208895709402
BRN,385.734042970494
CAN,1342.0153775290585
CHE,-6138.699341279599
CHL,-2744.726901464944
CHN,16837.521498028847
COL,1610.1586134282418
CRI,-264.26189729294254
CYP,-10.254305621688264
CZE,-1332.212249794301
DEU,-25968.825777895807
DNK,-2029.1318030161374
ESP,-8567.016144089215
EST,128.20708874890863
FIN,-1281.6163361791403
FRA,-10656.884257832206
GBR,-6794.043900776642
GRC,-1275.7093067684787
HRV,-105.695790891326
HUN,-591.3095319637323
IDN,15946.314605243604
IND,16700.208555019024
IRL,-4891.532450067738
ISL,-127.6040030956737
ISR,-1784.7652381216867
ITA,-13893.310109846132
JPN,-21241.12320886065
KAZ,3605.637319175591
KHM,1163.16441995428
KOR,-15364.653781847108
LAO,618.7957085035712
LTU,-250.6490770057104
LVA,-64.92907785977995
MAR,343.5241549629132
MEX,2792.2187042435285
MLT,-114.0455189096711
MMR,3016.0184703929112
NLD,-7206.046046025007
NOR,-735.8477465368707
NZL,-672.8348786487207
PER,642.2860464623003
PHL,1449.8286272898504
POL,-764.662733601745
PRT,-1149.2401119667372
ROU,-403.3448167714008
ROW,76370.01597704113
RUS,23629.182703237162
SAU,14888.588312930713
SGP,-4587.973322971813
SVK,-500.87020408992277
SVN,-241.44355821587843
SWE,-2833.359663596127
THA,-3090.192719282697
TUN,216.49517184976048
TUR,-45.621217773349436
TWN,-5606.3298193452165
USA,-42215.58679817791
VNM,1741.1764527397584
ZAF,5286.967917610629
