country,value
ARG,24.7894739305609
AUS,662.2271805564611
AUT,-330.91956956841204
BEL,-351.014132296364
BGR,-66.77223392704529
BRA,2052.882647014374
BRN,66.474486001211
CAN,661.3644609186695
CHE,-717.8530525796073
CHL,-307.2211232208576
CHN,-6056.522742182545
COL,247.8649281589048
CRI,-21.22582947345583
CYP,5.773314353929415
CZE,-211.84788515615872
DEU,-2944.90844140572
DNK,-187.31287258758363
ESP,-934.7038833271691
EST,13.759940649707248
FIN,-119.13982885353742
FRA,-529.9631935688018
GBR,100.87871061501306
GRC,-189.14163834921771
HRV,-2.4216033261609358
HUN,-72.09767662655088
IDN,1314.3366499789845
IND,633.8217939301255
IRL,-643.7358346518475
ISL,-10.976686697218325
ISR,-167.59126494660734
ITA,-1471.9817694177161
JPN,-1780.8829268718493
KAZ,447.90826472485776
KHM,148.9649624413955
KOR,-2394.5153773931065
LAO,100.5385769927445
LTU,-30.291142689456546
LVA,-5.4094302972422215
MAR,53.72312480575849
MEX,593.5343783368778
MLT,-16.11347793156775
MMR,220.99467694171375
NLD,-915.3903026579129
NOR,26.792091547630687
NZL,-63.26091140509645
PER,51.43671301794295
PHL,256.4228236130958
POL,-194.0510611321968
PRT,-119.1314473243271
ROU,-12.569589157750356
ROW,9783.68826199735
RUS,2875.5431049439176
SAU,2374.4448497504745
SGP,-880.5631104550367
SVK,-67.76334012771947
SVN,-25.332420218049183
SWE,-237.19642810809904
THA,-620.3385509164078
TUN,9.385208728644129
TUR,-158.64351234650687
TWN,-1077.6216246921977
USA,788.7931065256442
VNM,-114.01383075686445
ZAF,534.0960161355216
