country,value
ARG,222.43877313934937
AUS,1818.2568946268439
AUT,-1638.9598206458004
BEL,-1896.6377501161185
BGR,-224.27670822455863
BRA,7132.454844074718
BRN,242.58345840144278
CAN,1507.0758105984214
CHE,-3262.8345874502224
CHL,-1431.629388013895
CHN,-3948.84908439244
COL,950.5580644908401
CRI,-124.97760506265107
CYP,5.641492524022716
CZE,-810.2345995306802
DEU,-13736.500674621935
DNK,-1005.1764201408616
ESP,-4442.371343805359
EST,66.85616870959915
FIN,-634.129814612496
FRA,-4541.070846109294
GBR,-2195.9415037726612
GRC,-753.2915769453891
HRV,-41.27292447648712
HUN,-324.6215123893225
IDN,7692.364266953968
IND,6779.810189092135
IRL,-2714.146063209439
ISL,-62.177340077597705
ISR,-891.6015435832993
ITA,-7173.195275016208
JPN,-10214.319234245539
KAZ,2073.733105977194
KHM,640.1910546028269
KOR,-9223.02542624031
LAO,372.62453932568553
LTU,-136.3144188517906
LVA,-31.737425541092843
MAR,205.45405294480662
MEX,1896.2200815571562
MLT,-65.30572504479738
MMR,1419.1354309979913
NLD,-3964.273092332398
NOR,-208.2779917685846
NZL,-343.02489177369534
PER,316.64756949062854
PHL,899.2108147995159
POL,-592.0449322448922
PRT,-588.3981570519039
ROU,-165.54862316973245
ROW,41928.39243987272
RUS,12952.91917321275
SAU,9115.936649098629
SGP,-3006.2506138651383
SVK,-282.7229016142631
SVN,-124.51446884311055
SWE,-1364.6785575394897
THA,-2068.6733164275047
TUN,94.14527873498632
TUR,-279.2333150600961
TWN,-3675.8775251737343
USA,-13526.784752065812
VNM,499.84884989759286
ZAF,2882.4027479285505
