country,value
ARG,50.98982222472017
AUS,996.9674210991398
AUT,-573.5406278621145
BEL,-625.6188933773759
BGR,-105.14668903589208
BRA,3231.2955507609067
BRN,106.76291502201794
CAN,963.1498040611507
CHE,-1211.228345494911
CHL,-522.356634494831
CHN,-7840.62151704229
COL,400.19620104447006
CRI,-38.76858339653297
CYP,7.616258840921219
CZE,-343.50883992319575
DEU,-5014.142375270197
DNK,-332.6105536250103
ESP,-1596.7489129230687
EST,23.73514434505095
FIN,-210.97652553961817
FRA,-1114.9867435659505
GBR,-101.3733801453688
GRC,-310.1314266255052
HRV,-7.314119427624803
HUN,-122.03342204037529
IDN,2400.8471067169544
IND,1459.019929672593
IRL,-1063.7100636027521
ISL,-19.835244250724593
ISR,-297.64142501296504
ITA,-2538.4096096739436
JPN,-3228.105076407699
KAZ,777.5356479875959
KHM,247.3860627597989
KOR,-3887.4112109149323
LAO,161.07496973638504
LTU,-51.30011996041755
LVA,-9.973180637328577
MAR,86.5988257176843
MEX,918.962533872382
MLT,-26.41208152558267
MMR,417.9496474144283
NLD,-1526.717945829232
NOR,12.954027115366973
NZL,-113.65356340210491
PER,96.02884455813202
PHL,404.00857438075957
POL,-300.62017555920374
PRT,-206.15571855523257
ROU,-33.07118958930455
ROW,16265.177758874244
RUS,4873.557328334574
SAU,3866.4840080162858
SGP,-1386.9172812162196
SVK,-112.21473224776575
SVN,-43.88586195312559
SWE,-430.71362160111624
THA,-971.2541601798133
TUN,21.4326318363168
TUR,-224.7854801879184
TWN,-1698.7794911791577
USA,-442.94996233271735
VNM,-78.56029556915533
ZAF,974.4540667831811
