country,value
ARG,496.22613633632693
AUS,2190.2168202106864
AUT,-2886.5137425095063
BEL,-3448.8115118923283
BGR,-316.7949074797166
BRA,10627.17443220777
BRN,360.64963443021895
CAN,1424.4375348454923
CHE,-5576.442852738101
CHL,-2484.3743804981796
CHN,11900.52903555625
COL,1487.8443673779677
CRI,-235.96184401724213
CYP,-6.37652910438837
CZE,-1238.7801249717782
DEU,-23587.243944536054
DNK,-1824.9949882790918
ESP,-7753.709045499293
EST,116.24074828376231
FIN,-1152.1354791040155
FRA,-9389.736123603412
GBR,-5804.4230779987
GRC,-1180.014772583878
HRV,-92.2217739006332
HUN,-540.7335148667737
IDN,14300.247759272412
IND,14631.79782366558
IRL,-4473.758240440526
ISL,-114.53215144295001
ISR,-1607.261991703563
ITA,-12570.119392581591
JPN,-19022.162102076494
KAZ,3329.277252887254
KHM,1063.2948634085276
KOR,-14248.983139991253
LAO,573.3137189429448
LTU,-228.671924550666
LVA,-58.346779439517135
MAR,318.4187284400315
MEX,2642.6203866765286
MLT,-104.87356310149478
MMR,2695.86713602095
NLD,-6584.099027519427
NOR,-620.6345586060135
NZL,-608.8962993112472
PER,580.2194927037897
PHL,1349.4407063190306
POL,-745.4507911450203
PRT,-1038.512557304388
ROU,-354.6334467288505
ROW,69714.08658680716
RUS,21599.279510253975
SAU,13868.047589210008
SGP,-4318.684260463621
SVK,-459.4221745638923
SVN,-218.37645302820602
SWE,-2537.948349612579
THA,-2921.8610033759787
TUN,191.9701284845275
TUR,-109.01164674242392
TWN,-5277.542651657718
USA,-36047.85505652707
VNM,1480.5284415907608
ZAF,4849.177341572475
