country,value
ARG,436.72389460288804
AUS,2144.738015385864
AUT,-2635.9585470887946
BEL,-3133.4928102435897
BGR,-300.57352610292384
BRA,9977.46620865181
BRN,339.1640894686337
CAN,1476.9655683782546
CHE,-5115.288084070234
CHL,-2272.1577187613966
CHN,8120.317590821136
COL,1385.4114812802543
CRI,-213.0810079618842
CYP,-3.4365516693739666
CZE,-1159.3808914643942
DEU,-21629.4839541506
DNK,-1658.6851601471124
ESP,-7088.5542343135885
EST,106.40622267609204
FIN,-1046.7867141753811
FRA,-8371.912304497226
GBR,-5019.997969198464
GRC,-1099.4559276323034
HRV,-81.4327147725791
HUN,-498.702574244969
IDN,12957.953668253
IND,12973.035034577457
IRL,-4128.643247918869
ISL,-103.88792711560401
ISR,-1462.5104793181586
ITA,-11487.264578655497
JPN,-17220.569877842638
KAZ,3094.8867916404347
KHM,980.5100580389498
KOR,-13306.756494659501
LAO,535.2147435843776
LTU,-210.51995922653782
LVA,-52.96919076587565
MAR,297.20848560234225
MEX,2512.1737749696777
MLT,-97.23778646853843
MMR,2435.361770761005
NLD,-6070.1158672341
NOR,-529.7855359777543
NZL,-556.16718209771
PER,528.4339528441349
PHL,1264.9664561309155
POL,-725.1439987127302
PRT,-947.9651021407435
ROU,-315.26684754514054
ROW,64231.776166622185
RUS,19914.251352788386
SAU,12995.810746545332
SGP,-4085.5012987160617
SVK,-425.06349531854767
SVN,-199.51942484736182
SWE,-2298.1062784936526
THA,-2773.846817810584
TUN,171.9734632997543
TUR,-155.58501411566672
TWN,-4992.91717738887
USA,-31157.057874721097
VNM,1271.6440115397077
ZAF,4478.388599113772
