country,value
ARG,64.90496420333184
AUS,1123.1649902448642
AUT,-684.1700792981057
BEL,-753.4852466920142
BGR,-120.6953314408987
BRA,3714.4992284305913
BRN,123.54528404502938
CAN,1069.0117176118367
CHE,-1431.2613095245918
CHL,-618.7696518495683
CHN,-8183.214607305084
COL,464.7514091073216
CRI,-47.11997734237913
CYP,8.054622773762096
CZE,-399.25399085464306
DEU,-5943.259010357998
DNK,-400.2483118498224
ESP,-1895.5146443114943
EST,28.25922663670947
FIN,-253.58665386847701
FRA,-1415.9874738277576
GBR,-241.88070212158183
GRC,-361.88502645467355
HRV,-10.061509959268143
HUN,-144.21889998086814
IDN,2917.7730677061068
IND,1902.3348755814297
IRL,-1247.1386449579823
ISL,-24.011093435150144
ISR,-357.95775085475185
ITA,-3022.5573215852874
JPN,-3913.0893153888214
KAZ,924.0394185059442
KHM,290.5801236145205
KOR,-4520.576170766156
LAO,186.41718895974563
LTU,-60.61066843021714
LVA,-12.134069723134612
MAR,100.56139612560978
MEX,1048.740309586017
MLT,-30.854992776738957
MMR,513.5663825492704
NLD,-1795.572806286957
NOR,0.34833937926022646
NZL,-137.11150081395022
PER,117.50795331607591
PHL,464.85809192011095
POL,-342.51470360337987
PRT,-245.78423333928205
ROU,-44.21525312379362
ROW,19102.480925915104
RUS,5759.564066808468
SAU,4498.081572736632
SGP,-1593.6770023178276
SVK,-131.51276333122857
SVN,-52.32099565849274
SWE,-522.3385946577123
THA,-1113.3940184451963
TUN,27.797767814290506
TUR,-245.63961115077706
TWN,-1952.2112939424444
USA,-1315.4105287599095
VNM,-43.71273012860881
ZAF,1178.1155669474213
