country,value
ARG,3.53701128378582
AUS,135.78470849715296
AUT,-55.559681611448255
BEL,-55.98108153009971
BGR,-12.890229822068354
BRA,398.571016027078
BRN,12.58523119607922
CAN,141.98012005131307
CHE,-127.37706264912269
CHL,-53.037439335800975
CHN,-1444.8707056410378
COL,46.71179110479118
CRI,-3.2164399624785416
CYP,1.4337888391209848
CZE,-39.627839698193256
DEU,-514.2446049358151
DNK,-30.046628823512787
ESP,-161.7721076446074
EST,2.321480258209383
FIN,-18.919919197065507
FRA,-55.67666454062625
GBR,64.05360541757695
GRC,-34.19027556313009
HRV,0.13827707832667785
HUN,-12.625298935240954
IDN,200.22915316182716
IND,50.868586964753064
IRL,-118.26795834251445
ISL,-1.6595013636968974
ISR,-26.722266225309227
ITA,-249.51970815233383
JPN,-276.7781751657377
KAZ,71.8659385598964
KHM,26.84030746612262
KOR,-448.72751777603645
LAO,18.965197773186492
LTU,-5.234650884134712
LVA,-0.7761310205645171
MAR,10.300692907273158
MEX,119.27337047310348
MLT,-3.0129891229693313
MMR,31.112853759448505
NLD,-165.55612611437675
NOR,9.956022631190343
NZL,-9.799441863260093
PER,7.457121626248794
PHL,50.51112228521824
POL,-38.52366859557364
PRT,-19.877669840838866
ROU,0.03727041336461322
ROW,1755.077998250061
RUS,496.81507675270444
SAU,439.7703563570508
SGP,-172.4531423156417
SVK,-12.245557884525487
SVN,-4.346486479700325
SWE,-36.38218938710143
THA,-121.77888274463675
TUN,0.7563102332559064
TUR,-34.0606499686863
TWN,-211.48593506895827
USA,442.30755254499593
VNM,-39.825650643038855
ZAF,77.80831693262397
