country,value
ARG,277.3982798791552
AUS,1936.443358600927
AUT,-1913.640862166397
BEL,-2234.090640954764
BGR,-247.5869461217984
BRA,7966.307510361451
BRN,271.28481696015166
CAN,1533.4420052613614
CHE,-3776.924026464493
CHL,-1662.9874166954846
CHN,-1186.2891348115086
COL,1075.5512554386205
CRI,-148.71362595074734
CYP,3.6314763654061015
CZE,-912.5975383286997
DEU,-15929.990844092079
DNK,-1183.6346533530761
ESP,-5171.589845506983
EST,77.82161684656404
FIN,-746.606320834616
FRA,-5554.789543375743
GBR,-2917.00238336271
GRC,-853.4395815458838
HRV,-51.80266426900515
HUN,-373.7953331910249
IDN,9126.14038959284
IND,8406.900720425507
IRL,-3111.9597465151987
ISL,-73.53941779053672
ISR,-1047.942002517229
ITA,-8362.899019072898
JPN,-12113.452297772868
KAZ,2370.862153815133
KHM,735.8790738285174
KOR,-10410.818815685448
LAO,419.5879935943316
LTU,-157.13073615271742
LVA,-37.546730690533344
MAR,232.0879096585629
MEX,2084.763227755155
MLT,-74.3990524047458
MMR,1694.7815103633993
NLD,-4556.038283714186
NOR,-289.2114942927975
NZL,-402.2048582210618
PER,375.4966582738851
PHL,1005.8819921159424
POL,-638.5099632619234
PRT,-687.3040056097591
ROU,-205.34000107249253
ROW,48172.71283702116
RUS,14916.632813173614
SAU,10259.875558375672
SGP,-3332.535347737922
SVK,-323.0456026286174
SVN,-145.18731424457002
SWE,-1617.887123010591
THA,-2284.7249469980993
TUN,115.14936782370862
TUR,-256.899618444672
TWN,-4074.071327233408
USA,-18032.50546702451
VNM,700.0772699685199
ZAF,3341.92473764796
