country,value
ARG,316.920386226709
AUS,2003.4734448738734
AUT,-2101.5631701006278
BEL,-2466.5407661584545
BGR,-262.41286418459896
BRA,8512.314614582541
BRN,289.91155159939643
CAN,1534.5262805120365
CHE,-4126.731749928689
CHL,-1821.2443579563028
CHN,975.6837606187206
COL,1158.5459492740029
CRI,-165.20715427866534
CYP,2.0200674717763607
CZE,-979.6780009723736
DEU,-17421.649012107224
DNK,-1306.4996938627357
ESP,-5670.313425978588
EST,85.2925265802513
FIN,-824.1356362473099
FRA,-6268.525498838944
GBR,-3438.0257960600484
GRC,-919.6661228498765
HRV,-59.26769842368983
HUN,-406.87197614772015
IDN,10115.876016590151
IND,9558.821007529024
IRL,-3380.1275529146496
ISL,-81.37723111320459
ISR,-1155.3602679894343
ITA,-9176.23492015445
JPN,-13427.869476241527
KAZ,2566.7808398650614
KHM,800.4416428344259
KOR,-11193.30691397846
LAO,450.6461923841937
LTU,-171.1929203906582
LVA,-41.54276225183312
MAR,249.66353068210844
MEX,2204.5107854607254
MLT,-80.47658999670101
MMR,1885.5824570729446
NLD,-4955.263736330642
NOR,-348.2935853687013
NZL,-442.5157904206813
PER,415.6544462989931
PHL,1075.93103764714
POL,-665.5977768318158
PRT,-755.0488160075138
ROU,-233.3039140972118
ROW,52394.76811441372
RUS,16238.653372700086
SAU,11006.886507890062
SGP,-3541.708893684523
SVK,-350.0875008833459
SVN,-159.3230423433592
SWE,-1793.0326519612606
THA,-2422.063453320987
TUN,129.75893186385034
TUR,-235.93936839690355
TWN,-4329.316259654481
USA,-21286.258608659627
VNM,843.3795894999225
ZAF,3647.5319026174184
