country,value
ARG,623.8967921913895
AUS,2250.4642044904303
AUT,-3400.087735090879
BEL,-4099.527217015977
BGR,-347.4384658030831
BRA,11898.13077427972
BRN,402.0515887952867
CAN,1276.1698016743449
CHE,-6518.589969376377
CHL,-2921.6344222869675
CHN,20357.635592956212
COL,1691.314764528965
CRI,-283.6096172985402
CYP,-13.040886942980592
CZE,-1393.3997784035457
DEU,-27574.297221921282
DNK,-2167.7797295988594
ESP,-9117.711389124415
EST,136.27314546474335
FIN,-1369.660051015849
FRA,-11527.479843256302
GBR,-7481.01323782741
GRC,-1338.911961088084
HRV,-114.97566050955867
HUN,-625.0764234726831
IDN,17062.801117479066
IND,18122.558001702564
IRL,-5172.106810479868
ISL,-136.4846689400652
ISR,-1905.248094335316
ITA,-14788.752064653301
JPN,-22752.431257973214
KAZ,3786.8615495752797
KHM,1229.969959531863
KOR,-16099.4399084872
LAO,648.9868668520934
LTU,-265.4067316836424
LVA,-69.38745598356343
MAR,360.045003057938
MEX,2888.026280320535
MLT,-120.16377887426889
MMR,3233.5987174090205
NLD,-7623.5167721686375
NOR,-816.1551099538544
NZL,-715.7865685113128
PER,683.428165253836
PHL,1516.2316787578416
POL,-774.5096514354499
PRT,-1224.206078194985
ROU,-436.61395415132233
ROW,80851.35509505798
RUS,24985.846195209888
SAU,15553.22662860123
SGP,-4761.496655248805
SVK,-528.6300267358276
SVN,-257.0711039959651
SWE,-3034.593114171159
THA,-3196.974664379606
TUN,233.11770451741273
TUR,0.8925360807375358
TWN,-5818.256463557492
USA,-46495.87796099131
VNM,1920.4020652394634
ZAF,5574.0582759260205
