country,value
ARG,42.60897639875944
AUS,907.3134446293265
AUT,-501.9278316624198
BEL,-543.6354527504402
BGR,-94.48881611179752
BRA,2902.4254625017716
BRN,95.4144702101629
CAN,885.0526582231246
CHE,-1067.3352358071377
CHL,-459.4534120000795
CHN,-7476.461163165955
COL,356.94002410214756
CRI,-33.470241136469134
CYP,7.2112054615426615
CZE,-306.11201854833286
DEU,-4408.362355508282
DNK,-289.2450931049859
ESP,-1402.4765701662852
EST,20.79890135366366
FIN,-183.62038716022454
FRA,-930.5146401658558
GBR,-25.035690647317356
GRC,-275.5851120083681
HRV,-5.690329138138673
HUN,-107.48931188914561
IDN,2072.706636704716
IND,1192.457417729363
IRL,-942.5595455218014
ISL,-17.173074399578592
ISR,-258.8964497361455
ITA,-2224.3890942923194
JPN,-2792.3279426926483
KAZ,681.3185204776858
KHM,218.93041166952136
KOR,-3463.0755981425036
LAO,143.99260096253167
LTU,-45.19042228330718
LVA,-8.597488383726786
MAR,77.25058571743207
MEX,829.3739193454657
MLT,-23.45970254948633
MMR,357.78602638582646
NLD,-1349.696156906715
NOR,19.199380063643844
NZL,-98.60037490040298
PER,82.46441269297233
PHL,362.6974708664845
POL,-271.4421252034858
PRT,-180.49269232946833
ROU,-26.392498263373565
ROW,14393.278229505751
RUS,4292.236517653507
SAU,3442.6642319522493
SGP,-1245.7708129313046
SVK,-99.42740125563445
SVN,-38.41598035229456
SWE,-372.42376338605396
THA,-873.8524929557946
TUN,17.569658731968378
TUR,-208.45326182900268
TWN,-1525.6993607623003
USA,28.072854464030794
VNM,-95.63230876714138
ZAF,843.1081910166764
