country,value
ARG,460.16261115017085
AUS,2164.2391788699233
AUT,-2735.646782166378
BEL,-3258.765869669924
BGR,-307.1399191735544
BRA,10238.519622900294
BRN,347.82343327265033
CAN,1457.798848195141
CHE,-5298.91290929306
CHL,-2356.51671737894
CHN,9594.623585524716
COL,1426.4380047896136
CRI,-222.15385807868358
CYP,-4.579718992407408
CZE,-1191.3100135049858
DEU,-22409.480917219476
DNK,-1724.7740723120764
ESP,-7353.177369295921
EST,110.32395513532377
FIN,-1088.6352329413817
FRA,-8774.700250563736
GBR,-5329.179977292567
GRC,-1131.7677852529655
HRV,-85.69828532486864
HUN,-515.4988863727831
IDN,13491.44119199853
IND,13629.098282840989
IRL,-4266.3449756201135
ISL,-108.11701731134309
ISR,-1520.050387674868
ITA,-11918.141979114498
JPN,-17935.77627062662
KAZ,3189.0832796899545
KHM,1013.567227157986
KOR,-13685.019442610259
LAO,550.4772658672288
LTU,-217.761909389896
LVA,-55.107692092954174
MAR,305.72355833635913
MEX,2565.010764381604
MLT,-100.29109516142829
MMR,2538.836629822669
NLD,-6275.2113020306515
NOR,-565.537606054952
NZL,-577.1911398356646
PER,549.137108375373
PHL,1298.8525178866676
POL,-733.7505826103549
PRT,-983.9856284397483
ROU,-330.8703548532112
ROW,66417.43660060233
RUS,20587.41338301852
SAU,13347.089893732056
SGP,-4179.767732761705
SVK,-438.78675973595756
SVN,-207.02073656044635
SWE,-2393.3220156290763
THA,-2833.914731588503
TUN,179.91934343615372
TUR,-137.66539387022212
TWN,-5107.972409793418
USA,-33085.01023797945
VNM,1354.2314260388946
ZAF,4627.308253146223
