country,value
ARG,46.70974570323366
AUS,952.7099985496905
AUT,-537.5143419184412
BEL,-584.2912097460753
BGR,-99.84755114008142
BRA,3067.5742342298213
BRN,101.10481917176085
CAN,924.876465777954
CHE,-1138.9965625985587
CHL,-490.7654531557229
CHN,-7672.4945278663745
COL,378.59176399821945
CRI,-36.09185084394108
CYP,7.425335006919111
CZE,-324.8332006764208
DEU,-4709.852212274922
DNK,-310.7504229417761
ESP,-1499.1137310691654
EST,22.258776443350826
FIN,-197.19084809273187
FRA,-1021.0880218765869
GBR,-61.424619928763505
GRC,-292.86186843281075
HRV,-6.480761082505861
HUN,-114.735550240079
IDN,2235.0814851288474
IND,1322.769831668299
IRL,-1003.0198705142502
ISL,-18.491622542074648
ISR,-278.11776513558556
ITA,-2380.502713255592
JPN,-3008.074729370146
KAZ,729.2609640328452
KHM,233.12423352080415
KOR,-3675.4648307577877
LAO,152.55350926418342
LTU,-48.23515995845256
LVA,-9.278586453752053
MAR,81.92882598202542
MEX,874.4871895636837
MLT,-24.93492147453408
MMR,387.4979073343307
NLD,-1437.9792046407067
NOR,16.29783752743874
NZL,-106.06582074186545
PER,89.16834185649763
PHL,383.43147985936866
POL,-286.1567842991467
PRT,-193.24694514635706
ROU,-29.65411522195527
ROW,15327.24711000435
RUS,4581.920048466539
SAU,3654.839661644019
SGP,-1316.6827344734113
SVK,-105.81293274498587
SVN,-41.134999692142216
SWE,-401.28144297044065
THA,-922.8252367116318
TUN,19.46154766214087
TUR,-216.8674920082899
TWN,-1612.6620520079164
USA,-196.05522122876786
VNM,-87.74142071138344
ZAF,908.2982235414794
