country,value
ARG,910.3079210682757
AUS,2267.8954628419283
AUT,-4469.185853027515
BEL,-5469.293270879512
BGR,-403.2093829836037
BRA,14332.244578058515
BRN,479.5118155612273
CAN,834.0370884569783
CHE,-8472.443330370465
CHL,-3843.8447689850564
CHN,40404.130990955695
COL,2092.104985955987
CRI,-385.50547731461495
CYP,-29.136183446804818
CZE,-1687.1346138558658
DEU,-35782.346189254255
DNK,-2887.3608617600894
ESP,-11960.198940373586
EST,177.40020786298592
FIN,-1827.7751945949747
FRA,-16152.155703970526
GBR,-11199.19417865298
GRC,-1648.1029652238187
HRV,-164.50578803937142
HUN,-794.107734906889
IDN,22827.499174888228
IND,25670.833737901157
IRL,-6596.389024977087
ISL,-182.4931327627438
ISR,-2530.97726164378
ITA,-19405.15267999897
JPN,-30642.96003683919
KAZ,4658.440309419021
KHM,1564.740694300576
KOR,-19676.10873483945
LAO,798.5681148346792
LTU,-340.4435830606452
LVA,-92.38381435654287
MAR,439.8167814852246
MEX,3326.3306804736985
MLT,-150.79782299202492
MMR,4363.137742733501
NLD,-9740.387522386367
NOR,-1253.318190723511
NZL,-933.0697133745164
PER,882.3704658848166
PHL,1843.0007950745764
POL,-792.9086851841664
PRT,-1610.6674311159497
ROU,-610.601366760793
ROW,103735.53038471118
RUS,31793.9534876171
SAU,18711.99233446473
SGP,-5565.763705180204
SVK,-669.1717739987902
SVN,-337.9074664112404
SWE,-4085.8214217301074
THA,-3669.9023209590655
TUN,318.4794322566317
TUR,277.8594452375116
TWN,-6804.1790521923285
USA,-69659.92378232228
VNM,2870.380719616661
ZAF,6946.261609808669
