country,value
ARG,597.478640300904
AUS,2241.4845247644403
AUT,-3296.1328847287573
BEL,-3967.3725676126173
BGR,-341.4866016993302
BRA,11646.904427884292
BRN,393.932437712705
CAN,1310.1397137638023
CHE,-6328.155686098841
CHL,-2832.8523827164186
CHN,18575.40670037964
COL,1650.7764974798292
CRI,-273.88916681910246
CYP,-11.627986753166548
CZE,-1362.9149969580915
DEU,-26769.877256917476
DNK,-2098.21067887164
ESP,-8841.549009191085
EST,132.23184682495267
FIN,-1325.4726187309032
FRA,-11089.694947128877
GBR,-7134.909953213859
GRC,-1307.3700191920602
HRV,-110.30711701598214
HUN,-608.1897158984643
IDN,16502.761975085734
IND,17407.234644398024
IRL,-5031.621171736415
ISL,-132.02847720321535
ISR,-1844.7997155441387
ITA,-14339.754496075702
JPN,-21993.706932924593
KAZ,3696.5520266924136
KHM,1196.5494454014463
KOR,-15732.940811162503
LAO,633.9037065450999
LTU,-258.0178713234363
LVA,-67.15165587172034
MAR,351.8064841344212
MEX,2840.5013386278238
MLT,-117.10437993436003
MMR,3124.415091388921
NLD,-7414.512153460024
NOR,-775.6644311115298
NZL,-694.2818620803941
PER,662.8902855893149
PHL,1483.0788901282008
POL,-769.8738200873158
PRT,-1186.6137776015487
ROU,-419.9047191340776
ROW,78606.4211990452
RUS,24307.24241430496
SAU,15222.471397392857
SGP,-4675.316016019219
SVK,-514.7375334047318
SVN,-249.23321172274402
SWE,-2933.5628391415985
THA,-3144.11816176841
TUN,224.78155239957638
TUR,-22.77480957699138
TWN,-5712.995835992292
USA,-44339.518099186884
VNM,1830.2719633827944
ZAF,5431.009167973722
