country,value
ARG,231.2282147176101
AUS,1839.505149332045
AUT,-1684.1081990058774
BEL,-1951.8996262236528
BGR,-228.25569677261623
BRA,7272.744551026413
BRN,247.43210775474637
CAN,1513.6405181227083
CHE,-3347.593884328703
CHL,-1469.6744010180582
CHN,-3530.2240852541518
COL,971.4328700016664
CRI,-128.8464275877941
CYP,5.341794554268951
CZE,-827.4402187945832
DEU,-14098.197676226058
DNK,-1034.4076931802913
ESP,-4562.264414963225
EST,68.66231534500142
FIN,-652.5429299627335
FRA,-4705.057028000885
GBR,-2310.8333280951038
GRC,-770.0483520913463
HRV,-42.96929814930995
HUN,-332.7752862214648
IDN,7926.811879817995
IND,7042.15602063873
IRL,-2780.0621107208517
ISL,-64.03627761780888
ISR,-917.2386575103869
ITA,-7368.826169055254
JPN,-10524.494236889124
KAZ,2123.4941044596985
KHM,656.0339022385978
KOR,-9422.164129178705
LAO,380.486223927827
LTU,-139.75916669177164
LVA,-32.68922653327472
MAR,209.91495987876823
MEX,1928.4312120916754
MLT,-66.81914602118627
MMR,1464.138813942755
NLD,-4062.2758332012636
NOR,-221.0956590509422
NZL,-352.76995826902595
PER,326.31956176374655
PHL,917.1347433342762
POL,-600.2899662511359
PRT,-604.6448256061615
ROU,-171.9884524311927
ROW,42961.479902305575
RUS,13278.402172885928
SAU,9308.525265544886
SGP,-3061.717670430539
SVK,-289.4225796246255
SVN,-127.91376110795154
SWE,-1406.048068483493
THA,-2105.5447165439437
TUN,97.56318132402438
TUR,-276.3030245149319
TWN,-3743.5748068691796
USA,-14244.936498614288
VNM,531.8963599543926
ZAF,2958.977662143636
