country,value
ARG,818.9092223944183
AUS,1098.873760277659
AUT,-4297.442560042237
BEL,-4980.414176473383
BGR,-299.15869247575586
BRA,12363.579615466477
BRN,355.2204585035388
CAN,1302.4094053397307
CHE,-8012.983019963616
CHL,-2393.3744505306113
CHN,42273.92423861779
COL,1749.1542898413488
CRI,-339.7060696526194
CYP,-26.223467070892596
CZE,-1516.4978274955085
DEU,-35089.40661298844
DNK,-2776.278548288677
ESP,-10693.27203432873
EST,153.12266051202454
FIN,-1747.9826729098847
FRA,-15697.508523274371
GBR,-10978.863103891596
GRC,-1474.5879839548986
HRV,-132.17895317889938
HUN,-713.0871761820688
IDN,22309.138330764425
IND,24228.955446751093
IRL,-6317.356327267607
ISL,-184.3313323338919
ISR,-2320.0751190953024
ITA,-17883.586153687156
JPN,-28137.92538123775
KAZ,4945.935112963313
KHM,1514.7297032679235
KOR,-18125.479209904202
LAO,810.3469564498458
LTU,-315.74064361991867
LVA,-99.81178890570493
MAR,524.9090515787777
MEX,3657.6534324137638
MLT,-115.79933485582407
MMR,4327.088786520371
NLD,-9120.619781030775
NOR,-2486.838716448212
NZL,-993.1130623629226
PER,1039.7617623447768
PHL,2222.7661470899798
POL,-328.69747788437286
PRT,-1476.9269882890412
ROU,-530.1923432041013
ROW,101726.06062450739
RUS,28318.93890972275
SAU,10000.434329438596
SGP,-5131.246095987912
SVK,-659.77411586531
SVN,-278.5839053815954
SWE,-3915.875193553023
THA,-2903.246746803367
TUN,381.8632872174686
TUR,838.0199131837387
TWN,-6626.106080861134
USA,-66978.09875666825
VNM,2741.3016191546835
ZAF,6395.293363623736
