,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,tau_factor,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,0.0,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/1_results.csv,,82961753.95007612,wage,WLD,46514.08959472819,1.0000000000000002
1,2018,1e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/2_results.csv,,82961753.95007612,wage,WLD,46294.09482907996,0.999998677516653
2,2018,2e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/3_results.csv,,82961753.95007612,wage,WLD,46079.76729058284,0.9999947934407653
3,2018,3e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/4_results.csv,,82961753.95007612,wage,WLD,45869.34721421047,0.9999884334417768
4,2018,4e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/5_results.csv,,82961753.95007612,wage,WLD,45662.23168996182,0.9999796666301504
5,2018,4.999999999999999e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/6_results.csv,,82961753.95007612,wage,WLD,45458.14684309061,0.9999685572109678
6,2018,6e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/7_results.csv,,82961753.95007612,wage,WLD,45256.93143676975,0.9999551671900702
7,2018,7e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/8_results.csv,,82961753.95007612,wage,WLD,45058.469592472815,0.9999395560215316
8,2018,8e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/9_results.csv,,82961753.95007612,wage,WLD,44862.66665897175,0.9999217808936818
9,2018,9e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/10_results.csv,,82961753.95007612,wage,WLD,44669.4394569298,0.9999018968340984
10,2018,9.999999999999996e-06,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/11_results.csv,,82961753.95007612,wage,WLD,44478.71192570167,0.9998799564776728
11,2018,1.1e-05,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/12_results.csv,,82961753.95007612,wage,WLD,44290.41302764078,0.9998560104703508
12,2018,1.2e-05,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/13_results.csv,,82961753.95007612,wage,WLD,44104.47562456538,0.9998301074011788
13,2018,1.2999999999999998e-05,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/14_results.csv,,82961753.95007612,wage,WLD,43920.83584703579,0.9998022939134676
14,2018,1.4e-05,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/15_results.csv,,82961753.95007612,wage,WLD,43739.43269548588,0.9997726148302426
15,2018,1.5e-05,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/16_results.csv,,82961753.95007612,wage,WLD,43560.20776808725,0.9997411132103576
16,2018,1.6e-05,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/17_results.csv,,82961753.95007612,wage,WLD,43383.105080871566,0.9997078305783402
17,2018,1.7e-05,uniform,,,,False,False,consumer,1,fgo_estimate.csv,fgo_estimate.csv,2018_701/18_results.csv,,82961753.95007612,wage,WLD,43208.070874824014,0.9996728067051724
