,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,tau_factor,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,0.0,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/1_results.csv,,82961753.95007612,wage,WLD,46514.08959472819,1.0
1,2018,1e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/2_results.csv,,82961753.95007612,wage,WLD,46368.73171559598,1.0000162986765653
2,2018,2e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/3_results.csv,,82961753.95007612,wage,WLD,46226.07506676104,1.0000308763648122
3,2018,3e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/4_results.csv,,82961753.95007612,wage,WLD,46085.74690406902,1.000043779815067
4,2018,4e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/5_results.csv,,82961753.95007612,wage,WLD,45947.53714347221,1.0000550491491529
5,2018,4.999999999999999e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/6_results.csv,,82961753.95007612,wage,WLD,45811.3104986087,1.000064721650687
6,2018,6e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/7_results.csv,,82961753.95007612,wage,WLD,45676.96982249736,1.0000728325307455
7,2018,7e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/8_results.csv,,82961753.95007612,wage,WLD,45544.4393138988,1.0000794160614157
8,2018,8e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/9_results.csv,,82961753.95007612,wage,WLD,45413.65603446571,1.0000845055437717
9,2018,9e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'BRA', 'CHN', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IDN', 'IND', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'RUS', 'SVK', 'SVN', 'SWE', 'USA', 'ZAF']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_127/10_results.csv,,82961753.95007612,wage,WLD,45284.565513985006,1.0000881327025777
