,year,carb_cost,tax_type,taxed_countries,taxing_countries,taxed_sectors,fair_tax,pol_pay_tax,tax_scheme,tau_factor,sigma_path,eta_path,path,path_tax_scheme,num,num_type,num_country,emissions,utility
0,2018,0.0,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/1_results.csv,,82961753.95007612,wage,WLD,46514.08959472819,1.0
1,2018,1e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/2_results.csv,,82961753.95007612,wage,WLD,46501.85117320315,1.0000126184556852
2,2018,2e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/3_results.csv,,82961753.95007612,wage,WLD,46490.48288765719,1.0000249404596149
3,2018,3e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/4_results.csv,,82961753.95007612,wage,WLD,46479.65826412973,1.000036981474542
4,2018,4e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/5_results.csv,,82961753.95007612,wage,WLD,46469.21196765757,1.000048751707193
5,2018,4.999999999999999e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/6_results.csv,,82961753.95007612,wage,WLD,46459.05159657435,1.0000602594966823
6,2018,6e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/7_results.csv,,82961753.95007612,wage,WLD,46449.121509606375,1.000071512538787
7,2018,7e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/8_results.csv,,82961753.95007612,wage,WLD,46439.385937745465,1.0000825176592945
8,2018,8e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/9_results.csv,,82961753.95007612,wage,WLD,46429.82054503081,1.0000932818488637
9,2018,9e-06,uniform_taxing_countries,,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GRC', 'HUN', 'IRL', 'ITA', 'LTU', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",,False,False,eu_style,1,cp_estimate_allyears.csv,cp_estimate_allyears.csv,2018_125/10_results.csv,,82961753.95007612,wage,WLD,46420.40807656416,1.0001038110153646
